genes,yellow,blue,white,cyan,royalblue,orange,turquoise,brown,darkgrey,magenta,salmon,grey60,red,lightcyan,purple,black,darkred,darkturquoise,lightyellow,darkorange,greenyellow,pink,green,tan,grey
miRNA_ENSG00000263572.2__6169349__6169379,cor=-0.2182;p-value=0.5448,cor=0.6725;p-value=0.0331,cor=0.1481;p-value=0.683,cor=0.2067;p-value=0.5666,cor=0.0175;p-value=0.9617,cor=-0.2918;p-value=0.4133,cor=-0.2162;p-value=0.5486,cor=-0.1566;p-value=0.6657,cor=-0.2107;p-value=0.5591,cor=-0.1062;p-value=0.7704,cor=0.2066;p-value=0.5669,cor=0.6862;p-value=0.0284,cor=0.4491;p-value=0.1929,cor=-0.57;p-value=0.0854,cor=-0.1733;p-value=0.6321,cor=-0.1691;p-value=0.6405,cor=0.0357;p-value=0.9221,cor=-0.5482;p-value=0.1009,cor=-0.4562;p-value=0.1851,cor=-0.2687;p-value=0.4528,cor=-0.1855;p-value=0.6078,cor=-0.174;p-value=0.6307,cor=0.3958;p-value=0.2576,cor=-0.0382;p-value=0.9166,cor=-0.1233;p-value=0.7344
miRNA_ENSG00000283616.1__6169349__6169379,cor=-0.3828;p-value=0.2749,cor=-0.4073;p-value=0.2428,cor=-0.7658;p-value=0.0098,cor=-0.9226;p-value=1e-04,cor=-0.7618;p-value=0.0104,cor=-0.5353;p-value=0.1108,cor=-0.4807;p-value=0.1596,cor=-0.0618;p-value=0.8653,cor=-0.5799;p-value=0.0788,cor=-0.6302;p-value=0.0508,cor=-0.5413;p-value=0.1061,cor=-0.6979;p-value=0.0248,cor=-0.4175;p-value=0.2299,cor=0.4028;p-value=0.2484,cor=0.089;p-value=0.8068,cor=0.2004;p-value=0.5787,cor=0.4479;p-value=0.1943,cor=0.1761;p-value=0.6264,cor=0.617;p-value=0.0574,cor=0.7159;p-value=0.0199,cor=0.4321;p-value=0.2124,cor=0.3234;p-value=0.362,cor=0.5763;p-value=0.0812,cor=0.9046;p-value=3e-04,cor=0.9296;p-value=1e-04
miRNA_ENSG00000263572.2__6169364__6169394,cor=-0.2407;p-value=0.5029,cor=-0.1783;p-value=0.6221,cor=-0.5131;p-value=0.1294,cor=-0.5473;p-value=0.1016,cor=-0.3781;p-value=0.2814,cor=-0.5478;p-value=0.1012,cor=-0.111;p-value=0.7601,cor=-0.2674;p-value=0.4552,cor=-0.3987;p-value=0.2538,cor=-0.5082;p-value=0.1337,cor=-0.4131;p-value=0.2355,cor=-0.2627;p-value=0.4635,cor=-0.1032;p-value=0.7766,cor=-0.1194;p-value=0.7425,cor=-0.0219;p-value=0.9521,cor=-0.1125;p-value=0.757,cor=0.3058;p-value=0.3902,cor=-0.3655;p-value=0.299,cor=0.019;p-value=0.9584,cor=0.1975;p-value=0.5845,cor=-0.0714;p-value=0.8446,cor=0.1238;p-value=0.7334,cor=0.9711;p-value=0,cor=0.7436;p-value=0.0137,cor=0.6236;p-value=0.054
miRNA_ENSG00000283616.1__6169364__6169394,cor=-0.2632;p-value=0.4626,cor=-0.5073;p-value=0.1345,cor=-0.8592;p-value=0.0014,cor=-0.9031;p-value=3e-04,cor=-0.689;p-value=0.0275,cor=-0.6214;p-value=0.0551,cor=-0.427;p-value=0.2184,cor=-0.0865;p-value=0.8123,cor=-0.5328;p-value=0.1128,cor=-0.5626;p-value=0.0904,cor=-0.4997;p-value=0.1414,cor=-0.6812;p-value=0.0301,cor=-0.3617;p-value=0.3045,cor=0.4858;p-value=0.1546,cor=0.3349;p-value=0.3442,cor=-0.1019;p-value=0.7795,cor=0.3197;p-value=0.3678,cor=0.0383;p-value=0.9164,cor=0.5462;p-value=0.1024,cor=0.6387;p-value=0.0469,cor=0.1786;p-value=0.6216,cor=0.5744;p-value=0.0824,cor=0.5517;p-value=0.0983,cor=0.924;p-value=1e-04,cor=0.8714;p-value=0.001
miRNA_ENSG00000263572.2__6169379__6169409,cor=-0.2407;p-value=0.5029,cor=-0.1783;p-value=0.6221,cor=-0.5131;p-value=0.1294,cor=-0.5473;p-value=0.1016,cor=-0.3781;p-value=0.2814,cor=-0.5478;p-value=0.1012,cor=-0.111;p-value=0.7601,cor=-0.2674;p-value=0.4552,cor=-0.3987;p-value=0.2538,cor=-0.5082;p-value=0.1337,cor=-0.4131;p-value=0.2355,cor=-0.2627;p-value=0.4635,cor=-0.1032;p-value=0.7766,cor=-0.1194;p-value=0.7425,cor=-0.0219;p-value=0.9521,cor=-0.1125;p-value=0.757,cor=0.3058;p-value=0.3902,cor=-0.3655;p-value=0.299,cor=0.019;p-value=0.9584,cor=0.1975;p-value=0.5845,cor=-0.0714;p-value=0.8446,cor=0.1238;p-value=0.7334,cor=0.9711;p-value=0,cor=0.7436;p-value=0.0137,cor=0.6236;p-value=0.054
miRNA_ENSG00000283616.1__6169379__6169409,cor=-0.2336;p-value=0.516,cor=-0.2689;p-value=0.4524,cor=-0.0525;p-value=0.8856,cor=-0.2939;p-value=0.4097,cor=-0.1261;p-value=0.7284,cor=0.0795;p-value=0.8272,cor=0.3427;p-value=0.3323,cor=-0.2544;p-value=0.4782,cor=-0.0453;p-value=0.9012,cor=-0.367;p-value=0.2969,cor=-0.4882;p-value=0.1523,cor=-0.4041;p-value=0.2468,cor=-0.2364;p-value=0.5109,cor=0.258;p-value=0.4717,cor=0.2267;p-value=0.5288,cor=0.2254;p-value=0.5312,cor=0.3583;p-value=0.3093,cor=0.2915;p-value=0.4137,cor=0.5425;p-value=0.1052,cor=0.3421;p-value=0.3332,cor=-0.204;p-value=0.5718,cor=0.7446;p-value=0.0135,cor=-0.188;p-value=0.6031,cor=0.3239;p-value=0.3613,cor=0.3571;p-value=0.311
miRNA_ENSG00000263572.2__6169394__6169424,cor=-0.2407;p-value=0.5029,cor=-0.1783;p-value=0.6221,cor=-0.5131;p-value=0.1294,cor=-0.5473;p-value=0.1016,cor=-0.3781;p-value=0.2814,cor=-0.5478;p-value=0.1012,cor=-0.111;p-value=0.7601,cor=-0.2674;p-value=0.4552,cor=-0.3987;p-value=0.2538,cor=-0.5082;p-value=0.1337,cor=-0.4131;p-value=0.2355,cor=-0.2627;p-value=0.4635,cor=-0.1032;p-value=0.7766,cor=-0.1194;p-value=0.7425,cor=-0.0219;p-value=0.9521,cor=-0.1125;p-value=0.757,cor=0.3058;p-value=0.3902,cor=-0.3655;p-value=0.299,cor=0.019;p-value=0.9584,cor=0.1975;p-value=0.5845,cor=-0.0714;p-value=0.8446,cor=0.1238;p-value=0.7334,cor=0.9711;p-value=0,cor=0.7436;p-value=0.0137,cor=0.6236;p-value=0.054
miRNA_ENSG00000263712.1__16141556__16141586,cor=0.2152;p-value=0.5505,cor=-0.1073;p-value=0.7679,cor=0.3184;p-value=0.3699,cor=0.3868;p-value=0.2695,cor=0.5601;p-value=0.0922,cor=0.252;p-value=0.4825,cor=0.786;p-value=0.007,cor=-0.1004;p-value=0.7825,cor=0.5214;p-value=0.1222,cor=0.2392;p-value=0.5056,cor=-0.0956;p-value=0.7927,cor=0.003;p-value=0.9935,cor=-0.0306;p-value=0.9331,cor=-0.3562;p-value=0.3124,cor=-0.4735;p-value=0.1669,cor=-0.2263;p-value=0.5296,cor=-0.2355;p-value=0.5124,cor=-0.0266;p-value=0.9418,cor=-0.1734;p-value=0.6318,cor=-0.0145;p-value=0.9683,cor=-0.1952;p-value=0.5888,cor=0.2275;p-value=0.5273,cor=-0.1606;p-value=0.6575,cor=-0.2451;p-value=0.495,cor=-0.3081;p-value=0.3865
miRNA_ENSG00000263712.1__16141571__16141601,cor=0.2015;p-value=0.5766,cor=-0.1214;p-value=0.7382,cor=0.2871;p-value=0.4212,cor=0.4001;p-value=0.2519,cor=0.5387;p-value=0.1081,cor=0.2248;p-value=0.5323,cor=0.7746;p-value=0.0085,cor=0.0013;p-value=0.9972,cor=0.5886;p-value=0.0734,cor=0.3205;p-value=0.3666,cor=-0.0333;p-value=0.9272,cor=-0.0107;p-value=0.9766,cor=-0.0425;p-value=0.9072,cor=-0.2938;p-value=0.41,cor=-0.4924;p-value=0.1482,cor=-0.2454;p-value=0.4944,cor=-0.3193;p-value=0.3685,cor=-0.062;p-value=0.8649,cor=-0.2165;p-value=0.5479,cor=-0.0409;p-value=0.9106,cor=-0.2133;p-value=0.554,cor=0.2061;p-value=0.5678,cor=-0.1742;p-value=0.6303,cor=-0.2802;p-value=0.433,cor=-0.3479;p-value=0.3245
miRNA_ENSG00000263712.1__16141586__16141616,cor=-0.2501;p-value=0.4859,cor=-0.2253;p-value=0.5314,cor=0.0632;p-value=0.8623,cor=0.2493;p-value=0.4872,cor=-0.0818;p-value=0.8224,cor=0.2976;p-value=0.4037,cor=0.378;p-value=0.2815,cor=0.416;p-value=0.2317,cor=0.6064;p-value=0.0631,cor=0.5466;p-value=0.1021,cor=0.6063;p-value=0.0631,cor=0.267;p-value=0.4558,cor=0.4586;p-value=0.1825,cor=0.3462;p-value=0.3271,cor=0.2985;p-value=0.4022,cor=-0.2711;p-value=0.4487,cor=-0.6002;p-value=0.0666,cor=0.001;p-value=0.9977,cor=-0.2977;p-value=0.4034,cor=-0.5157;p-value=0.1271,cor=-0.3118;p-value=0.3804,cor=-0.3043;p-value=0.3927,cor=-0.3005;p-value=0.3988,cor=-0.4796;p-value=0.1607,cor=-0.5341;p-value=0.1117
miRNA_ENSG00000263712.1__16141616__16141624,cor=-0.2108;p-value=0.5589,cor=-0.2067;p-value=0.5667,cor=-0.252;p-value=0.4824,cor=-0.0087;p-value=0.981,cor=-0.3824;p-value=0.2755,cor=0.046;p-value=0.8995,cor=-0.2667;p-value=0.4564,cor=0.5191;p-value=0.1241,cor=0.217;p-value=0.547,cor=0.4652;p-value=0.1755,cor=0.7497;p-value=0.0125,cor=0.2939;p-value=0.4098,cor=0.5153;p-value=0.1274,cor=0.4956;p-value=0.1452,cor=0.3999;p-value=0.2523,cor=-0.2263;p-value=0.5295,cor=-0.5277;p-value=0.1169,cor=-0.0595;p-value=0.8703,cor=-0.1968;p-value=0.5858,cor=-0.4066;p-value=0.2436,cor=-0.2531;p-value=0.4805,cor=-0.2249;p-value=0.5321,cor=-0.2004;p-value=0.5788,cor=-0.2983;p-value=0.4025,cor=-0.3559;p-value=0.3128
miRNA_ENSG00000207775.1__18571784__18571814,cor=-0.3607;p-value=0.3058,cor=0.1326;p-value=0.715,cor=-0.3229;p-value=0.3628,cor=-0.6184;p-value=0.0567,cor=-0.4168;p-value=0.2308,cor=-0.4686;p-value=0.1719,cor=-0.3487;p-value=0.3233,cor=-0.3896;p-value=0.2657,cor=-0.664;p-value=0.0363,cor=-0.8132;p-value=0.0042,cor=-0.7517;p-value=0.0122,cor=-0.4144;p-value=0.2338,cor=-0.4263;p-value=0.2193,cor=-0.0011;p-value=0.9977,cor=0.0142;p-value=0.969,cor=0.26;p-value=0.4682,cor=0.6959;p-value=0.0254,cor=0.1508;p-value=0.6775,cor=0.6204;p-value=0.0557,cor=0.7731;p-value=0.0087,cor=0.4197;p-value=0.2273,cor=0.5553;p-value=0.0956,cor=0.323;p-value=0.3627,cor=0.7728;p-value=0.0088,cor=0.8424;p-value=0.0022
miRNA_ENSG00000207775.1__18571799__18571829,cor=-0.3607;p-value=0.3058,cor=0.1326;p-value=0.715,cor=-0.3229;p-value=0.3628,cor=-0.6184;p-value=0.0567,cor=-0.4168;p-value=0.2308,cor=-0.4686;p-value=0.1719,cor=-0.3487;p-value=0.3233,cor=-0.3896;p-value=0.2657,cor=-0.664;p-value=0.0363,cor=-0.8132;p-value=0.0042,cor=-0.7517;p-value=0.0122,cor=-0.4144;p-value=0.2338,cor=-0.4263;p-value=0.2193,cor=-0.0011;p-value=0.9977,cor=0.0142;p-value=0.969,cor=0.26;p-value=0.4682,cor=0.6959;p-value=0.0254,cor=0.1508;p-value=0.6775,cor=0.6204;p-value=0.0557,cor=0.7731;p-value=0.0087,cor=0.4197;p-value=0.2273,cor=0.5553;p-value=0.0956,cor=0.323;p-value=0.3627,cor=0.7728;p-value=0.0088,cor=0.8424;p-value=0.0022
miRNA_ENSG00000207775.1__18571814__18571844,cor=-0.3086;p-value=0.3856,cor=-0.3785;p-value=0.2809,cor=-0.5783;p-value=0.0799,cor=-0.8845;p-value=7e-04,cor=-0.5964;p-value=0.0688,cor=-0.3536;p-value=0.3162,cor=-0.3095;p-value=0.3842,cor=-0.4071;p-value=0.2429,cor=-0.6947;p-value=0.0258,cor=-0.8468;p-value=0.002,cor=-0.7637;p-value=0.0101,cor=-0.6694;p-value=0.0343,cor=-0.4037;p-value=0.2473,cor=0.2599;p-value=0.4683,cor=0.2586;p-value=0.4706,cor=0.1883;p-value=0.6025,cor=0.6717;p-value=0.0334,cor=0.3946;p-value=0.2591,cor=0.8125;p-value=0.0043,cor=0.825;p-value=0.0033,cor=0.4982;p-value=0.1427,cor=0.4945;p-value=0.1463,cor=0.4005;p-value=0.2514,cor=0.9277;p-value=1e-04,cor=0.9809;p-value=0
miRNA_ENSG00000207775.1__18571829__18571859,cor=-0.2765;p-value=0.4393,cor=-0.4856;p-value=0.1548,cor=-0.6126;p-value=0.0597,cor=-0.9023;p-value=4e-04,cor=-0.6048;p-value=0.0639,cor=-0.3094;p-value=0.3844,cor=-0.2805;p-value=0.4325,cor=-0.3913;p-value=0.2635,cor=-0.6631;p-value=0.0366,cor=-0.8098;p-value=0.0045,cor=-0.7297;p-value=0.0166,cor=-0.6993;p-value=0.0244,cor=-0.3803;p-value=0.2784,cor=0.3068;p-value=0.3886,cor=0.3028;p-value=0.395,cor=0.1451;p-value=0.6891,cor=0.6238;p-value=0.0539,cor=0.44;p-value=0.2032,cor=0.8179;p-value=0.0038,cor=0.8055;p-value=0.0049,cor=0.5118;p-value=0.1305,cor=0.4487;p-value=0.1934,cor=0.3962;p-value=0.2571,cor=0.9172;p-value=2e-04,cor=0.9635;p-value=0
miRNA_ENSG00000207775.1__18571844__18571874,cor=-0.2812;p-value=0.4313,cor=-0.4887;p-value=0.1518,cor=-0.6086;p-value=0.0619,cor=-0.9019;p-value=4e-04,cor=-0.6078;p-value=0.0623,cor=-0.2994;p-value=0.4007,cor=-0.2773;p-value=0.438,cor=-0.3895;p-value=0.2659,cor=-0.66;p-value=0.0378,cor=-0.8085;p-value=0.0046,cor=-0.7269;p-value=0.0172,cor=-0.6994;p-value=0.0244,cor=-0.3777;p-value=0.2819,cor=0.3102;p-value=0.3831,cor=0.3039;p-value=0.3933,cor=0.1514;p-value=0.6762,cor=0.6238;p-value=0.054,cor=0.4516;p-value=0.1902,cor=0.8225;p-value=0.0035,cor=0.8052;p-value=0.0049,cor=0.5209;p-value=0.1226,cor=0.438;p-value=0.2054,cor=0.3892;p-value=0.2663,cor=0.912;p-value=2e-04,cor=0.9611;p-value=0
miRNA_ENSG00000207775.1__18571874__18571880,cor=0.5453;p-value=0.103,cor=-0.2263;p-value=0.5296,cor=-0.2532;p-value=0.4803,cor=-0.1781;p-value=0.6225,cor=0.1753;p-value=0.6281,cor=-0.2071;p-value=0.5659,cor=-0.242;p-value=0.5005,cor=-0.25;p-value=0.486,cor=-0.338;p-value=0.3395,cor=-0.1722;p-value=0.6342,cor=-0.2695;p-value=0.4514,cor=-0.2632;p-value=0.4625,cor=-0.2641;p-value=0.4608,cor=-0.2755;p-value=0.441,cor=-0.1686;p-value=0.6415,cor=-0.2695;p-value=0.4514,cor=0.1047;p-value=0.7735,cor=-0.0226;p-value=0.9506,cor=-0.0216;p-value=0.9527,cor=0.2597;p-value=0.4688,cor=0.4338;p-value=0.2103,cor=-0.2203;p-value=0.5408,cor=0.4731;p-value=0.1673,cor=0.3236;p-value=0.3617,cor=0.278;p-value=0.4368
miRNA_ENSG00000265565.1__27147626__27147656,cor=0.6865;p-value=0.0284,cor=-0.02;p-value=0.9562,cor=0.6285;p-value=0.0516,cor=0.3617;p-value=0.3044,cor=0.5995;p-value=0.067,cor=0.7712;p-value=0.009,cor=0.1525;p-value=0.6741,cor=-0.4541;p-value=0.1874,cor=-0.1385;p-value=0.7027,cor=-0.0329;p-value=0.9282,cor=-0.0926;p-value=0.7992,cor=0.1032;p-value=0.7767,cor=0.0027;p-value=0.9942,cor=-0.3301;p-value=0.3515,cor=0.0185;p-value=0.9596,cor=0.492;p-value=0.1487,cor=0.385;p-value=0.272,cor=0.4551;p-value=0.1863,cor=0.1546;p-value=0.6698,cor=-0.2296;p-value=0.5233,cor=-0.0589;p-value=0.8715,cor=-0.1841;p-value=0.6106,cor=-0.4692;p-value=0.1713,cor=-0.3696;p-value=0.2932,cor=-0.2462;p-value=0.4929
miRNA_ENSG00000265565.1__27147641__27147671,cor=0.6876;p-value=0.028,cor=-0.0481;p-value=0.8949,cor=0.5907;p-value=0.0722,cor=0.3109;p-value=0.3819,cor=0.5704;p-value=0.0851,cor=0.7494;p-value=0.0126,cor=0.1246;p-value=0.7317,cor=-0.4778;p-value=0.1625,cor=-0.1849;p-value=0.609,cor=-0.0772;p-value=0.8321,cor=-0.1312;p-value=0.7179,cor=0.0647;p-value=0.859,cor=-0.0199;p-value=0.9566,cor=-0.3191;p-value=0.3688,cor=0.0304;p-value=0.9335,cor=0.505;p-value=0.1366,cor=0.4239;p-value=0.2221,cor=0.4665;p-value=0.1741,cor=0.192;p-value=0.5951,cor=-0.1935;p-value=0.5921,cor=-0.0447;p-value=0.9024,cor=-0.1597;p-value=0.6595,cor=-0.4334;p-value=0.2108,cor=-0.3147;p-value=0.3757,cor=-0.1912;p-value=0.5967
miRNA_ENSG00000265565.1__27147656__27147686,cor=0.0612;p-value=0.8665,cor=-0.4552;p-value=0.1862,cor=-0.5793;p-value=0.0793,cor=-0.8234;p-value=0.0034,cor=-0.439;p-value=0.2043,cor=-0.3103;p-value=0.383,cor=-0.4587;p-value=0.1824,cor=-0.4401;p-value=0.2031,cor=-0.7939;p-value=0.0061,cor=-0.7583;p-value=0.011,cor=-0.6684;p-value=0.0346,cor=-0.6358;p-value=0.0482,cor=-0.3851;p-value=0.2718,cor=0.1476;p-value=0.6841,cor=0.1864;p-value=0.6061,cor=0.2437;p-value=0.4975,cor=0.6854;p-value=0.0287,cor=0.2522;p-value=0.4821,cor=0.6609;p-value=0.0375,cor=0.6298;p-value=0.051,cor=0.2869;p-value=0.4215,cor=0.4061;p-value=0.2442,cor=0.5389;p-value=0.108,cor=0.8922;p-value=5e-04,cor=0.9105;p-value=3e-04
miRNA_ENSG00000265565.1__27147686__27147688,cor=-0.1376;p-value=0.7046,cor=-0.4177;p-value=0.2297,cor=-0.6166;p-value=0.0576,cor=-0.8803;p-value=8e-04,cor=-0.5762;p-value=0.0813,cor=-0.3695;p-value=0.2934,cor=-0.4423;p-value=0.2005,cor=-0.4084;p-value=0.2413,cor=-0.7852;p-value=0.0071,cor=-0.8008;p-value=0.0054,cor=-0.6533;p-value=0.0405,cor=-0.6033;p-value=0.0648,cor=-0.3259;p-value=0.3581,cor=0.2034;p-value=0.573,cor=0.2476;p-value=0.4903,cor=0.2874;p-value=0.4207,cor=0.7037;p-value=0.0232,cor=0.1744;p-value=0.63,cor=0.639;p-value=0.0467,cor=0.5678;p-value=0.0869,cor=0.1844;p-value=0.6101,cor=0.4068;p-value=0.2433,cor=0.6316;p-value=0.0501,cor=0.9416;p-value=0,cor=0.9502;p-value=0
miRNA_ENSG00000216101.3__30584332__30584362,cor=-0.5552;p-value=0.0957,cor=-0.425;p-value=0.2209,cor=-0.5443;p-value=0.1038,cor=-0.8216;p-value=0.0036,cor=-0.7513;p-value=0.0122,cor=-0.2646;p-value=0.46,cor=-0.1817;p-value=0.6154,cor=-0.057;p-value=0.8756,cor=-0.3664;p-value=0.2977,cor=-0.5998;p-value=0.0668,cor=-0.5831;p-value=0.0768,cor=-0.7507;p-value=0.0123,cor=-0.4513;p-value=0.1905,cor=0.6725;p-value=0.0331,cor=0.4807;p-value=0.1597,cor=0.32;p-value=0.3673,cor=0.4679;p-value=0.1726,cor=0.4065;p-value=0.2438,cor=0.7444;p-value=0.0135,cor=0.5854;p-value=0.0754,cor=0.3485;p-value=0.3236,cor=0.3279;p-value=0.355,cor=0.2011;p-value=0.5775,cor=0.7259;p-value=0.0175,cor=0.818;p-value=0.0038
miRNA_ENSG00000216101.3__30584347__30584377,cor=-0.5535;p-value=0.0969,cor=-0.4265;p-value=0.219,cor=-0.5427;p-value=0.1051,cor=-0.8212;p-value=0.0036,cor=-0.7485;p-value=0.0128,cor=-0.263;p-value=0.4629,cor=-0.1771;p-value=0.6244,cor=-0.0606;p-value=0.8679,cor=-0.3659;p-value=0.2984,cor=-0.6016;p-value=0.0658,cor=-0.5867;p-value=0.0746,cor=-0.7525;p-value=0.012,cor=-0.4528;p-value=0.1888,cor=0.6705;p-value=0.0338,cor=0.4807;p-value=0.1596,cor=0.3202;p-value=0.367,cor=0.47;p-value=0.1705,cor=0.407;p-value=0.2431,cor=0.745;p-value=0.0134,cor=0.5854;p-value=0.0754,cor=0.3471;p-value=0.3258,cor=0.3293;p-value=0.3528,cor=0.2022;p-value=0.5754,cor=0.727;p-value=0.0172,cor=0.8189;p-value=0.0038
miRNA_ENSG00000216101.3__30584362__30584392,cor=0.0409;p-value=0.9107,cor=-0.0271;p-value=0.9408,cor=0.1747;p-value=0.6294,cor=-0.0952;p-value=0.7937,cor=0.038;p-value=0.9171,cor=0.1524;p-value=0.6742,cor=0.1096;p-value=0.7632,cor=-0.1271;p-value=0.7265,cor=-0.0887;p-value=0.8075,cor=-0.2348;p-value=0.5138,cor=-0.4282;p-value=0.217,cor=-0.4042;p-value=0.2466,cor=-0.4552;p-value=0.1862,cor=0.2257;p-value=0.5306,cor=0.102;p-value=0.7791,cor=0.7019;p-value=0.0237,cor=0.4888;p-value=0.1517,cor=0.0961;p-value=0.7917,cor=0.3186;p-value=0.3696,cor=-1e-04;p-value=0.9997,cor=-0.4122;p-value=0.2365,cor=0.4075;p-value=0.2424,cor=-0.1417;p-value=0.6963,cor=0.1394;p-value=0.7009,cor=0.2398;p-value=0.5046
miRNA_ENSG00000216101.3__30584377__30584407,cor=0.4942;p-value=0.1465,cor=0.2856;p-value=0.4237,cor=0.4365;p-value=0.2072,cor=0.8317;p-value=0.0028,cor=0.6324;p-value=0.0498,cor=0.253;p-value=0.4806,cor=0.1589;p-value=0.6611,cor=0.4453;p-value=0.1971,cor=0.6303;p-value=0.0508,cor=0.89;p-value=6e-04,cor=0.7749;p-value=0.0085,cor=0.5932;p-value=0.0706,cor=0.3386;p-value=0.3386,cor=-0.2582;p-value=0.4713,cor=-0.3521;p-value=0.3184,cor=-0.3313;p-value=0.3496,cor=-0.7453;p-value=0.0134,cor=-0.3861;p-value=0.2704,cor=-0.7734;p-value=0.0087,cor=-0.6643;p-value=0.0361,cor=-0.3909;p-value=0.264,cor=-0.3709;p-value=0.2914,cor=-0.4139;p-value=0.2345,cor=-0.8708;p-value=0.001,cor=-0.9454;p-value=0
miRNA_ENSG00000216101.3__30584407__30584417,cor=0.4781;p-value=0.1623,cor=0.279;p-value=0.4351,cor=0.4416;p-value=0.2014,cor=0.8263;p-value=0.0032,cor=0.6105;p-value=0.0608,cor=0.2794;p-value=0.4344,cor=0.1489;p-value=0.6813,cor=0.4434;p-value=0.1993,cor=0.6203;p-value=0.0557,cor=0.8875;p-value=6e-04,cor=0.7992;p-value=0.0055,cor=0.6148;p-value=0.0586,cor=0.3731;p-value=0.2883,cor=-0.2635;p-value=0.462,cor=-0.3456;p-value=0.328,cor=-0.3107;p-value=0.3822,cor=-0.7402;p-value=0.0144,cor=-0.3682;p-value=0.2952,cor=-0.7779;p-value=0.0081,cor=-0.6886;p-value=0.0277,cor=-0.3721;p-value=0.2897,cor=-0.4358;p-value=0.2081,cor=-0.3981;p-value=0.2545,cor=-0.8805;p-value=8e-04,cor=-0.9508;p-value=0
miRNA_ENSG00000284370.1__30890883__30890913,cor=-0.1404;p-value=0.6989,cor=0.9912;p-value=0,cor=0.4903;p-value=0.1502,cor=0.5062;p-value=0.1355,cor=0.3167;p-value=0.3727,cor=-0.2394;p-value=0.5052,cor=-0.0466;p-value=0.8984,cor=-0.0243;p-value=0.947,cor=0.0538;p-value=0.8826,cor=0.0193;p-value=0.9579,cor=-0.0195;p-value=0.9573,cor=0.4794;p-value=0.1609,cor=-0.0586;p-value=0.8723,cor=-0.3944;p-value=0.2594,cor=-0.0939;p-value=0.7965,cor=-0.0416;p-value=0.9092,cor=0.0283;p-value=0.9382,cor=-0.4399;p-value=0.2033,cor=-0.4051;p-value=0.2455,cor=-0.1791;p-value=0.6206,cor=-0.0288;p-value=0.937,cor=-0.0855;p-value=0.8144,cor=-0.1305;p-value=0.7193,cor=-0.2889;p-value=0.4182,cor=-0.2542;p-value=0.4785
miRNA_ENSG00000284370.1__30890898__30890928,cor=-0.1404;p-value=0.6989,cor=0.9912;p-value=0,cor=0.4903;p-value=0.1502,cor=0.5062;p-value=0.1355,cor=0.3167;p-value=0.3727,cor=-0.2394;p-value=0.5052,cor=-0.0466;p-value=0.8984,cor=-0.0243;p-value=0.947,cor=0.0538;p-value=0.8826,cor=0.0193;p-value=0.9579,cor=-0.0195;p-value=0.9573,cor=0.4794;p-value=0.1609,cor=-0.0586;p-value=0.8723,cor=-0.3944;p-value=0.2594,cor=-0.0939;p-value=0.7965,cor=-0.0416;p-value=0.9092,cor=0.0283;p-value=0.9382,cor=-0.4399;p-value=0.2033,cor=-0.4051;p-value=0.2455,cor=-0.1791;p-value=0.6206,cor=-0.0288;p-value=0.937,cor=-0.0855;p-value=0.8144,cor=-0.1305;p-value=0.7193,cor=-0.2889;p-value=0.4182,cor=-0.2542;p-value=0.4785
miRNA_ENSG00000277402.1__31355224__31355254,cor=-0.1273;p-value=0.7261,cor=-0.1003;p-value=0.7829,cor=0.4087;p-value=0.2409,cor=0.3129;p-value=0.3787,cor=0.366;p-value=0.2983,cor=0.394;p-value=0.2599,cor=0.9436;p-value=0,cor=-0.1354;p-value=0.7092,cor=0.5738;p-value=0.0828,cor=0.0993;p-value=0.7848,cor=-0.216;p-value=0.5489,cor=-0.0845;p-value=0.8165,cor=-0.0758;p-value=0.8351,cor=-0.1701;p-value=0.6385,cor=-0.1372;p-value=0.7055,cor=-0.1347;p-value=0.7107,cor=-0.1436;p-value=0.6922,cor=0.2575;p-value=0.4727,cor=-0.043;p-value=0.9061,cor=-0.0173;p-value=0.9621,cor=0.1696;p-value=0.6395,cor=-0.1864;p-value=0.6061,cor=-0.2105;p-value=0.5595,cor=-0.2498;p-value=0.4865,cor=-0.2233;p-value=0.5352
miRNA_ENSG00000277402.1__31355239__31355269,cor=0.0761;p-value=0.8345,cor=0.4729;p-value=0.1675,cor=0.7372;p-value=0.015,cor=0.6747;p-value=0.0323,cor=0.6926;p-value=0.0264,cor=0.293;p-value=0.4113,cor=0.797;p-value=0.0058,cor=-0.2218;p-value=0.538,cor=0.5122;p-value=0.1301,cor=0.1368;p-value=0.7062,cor=-0.2255;p-value=0.5311,cor=0.1891;p-value=0.6008,cor=-0.169;p-value=0.6406,cor=-0.3656;p-value=0.2989,cor=0.0454;p-value=0.9009,cor=-0.2103;p-value=0.5597,cor=-0.0949;p-value=0.7943,cor=-0.017;p-value=0.9627,cor=-0.3201;p-value=0.3672,cor=-0.2386;p-value=0.5068,cor=0.0811;p-value=0.8237,cor=-0.268;p-value=0.4541,cor=-0.3537;p-value=0.316,cor=-0.4661;p-value=0.1745,cor=-0.4201;p-value=0.2267
