genes,yellow,blue,white,cyan,royalblue,orange,turquoise,brown,darkgrey,magenta,salmon,grey60,red,lightcyan,purple,black,darkred,darkturquoise,lightyellow,darkorange,greenyellow,pink,green,tan,grey
miRNA_ENSG00000207594.1__53690911__53690941,cor=0.039;p-value=0.9149,cor=0.4672;p-value=0.1734,cor=0.3735;p-value=0.2877,cor=0.4077;p-value=0.2422,cor=0.2091;p-value=0.562,cor=0.2636;p-value=0.4618,cor=-0.1495;p-value=0.6803,cor=-0.2107;p-value=0.559,cor=-0.1375;p-value=0.7049,cor=0.1144;p-value=0.7529,cor=0.5665;p-value=0.0878,cor=0.9681;p-value=0,cor=0.867;p-value=0.0012,cor=-0.6162;p-value=0.0578,cor=-0.1709;p-value=0.6369,cor=-0.135;p-value=0.7101,cor=-0.0803;p-value=0.8254,cor=-0.1207;p-value=0.7399,cor=-0.2875;p-value=0.4206,cor=-0.3441;p-value=0.3303,cor=-0.2397;p-value=0.5048,cor=-0.0719;p-value=0.8436,cor=-0.2041;p-value=0.5716,cor=-0.4277;p-value=0.2176,cor=-0.4838;p-value=0.1566
miRNA_ENSG00000207594.1__53690926__53690956,cor=-0.0093;p-value=0.9796,cor=0.5392;p-value=0.1078,cor=0.4525;p-value=0.1891,cor=0.4624;p-value=0.1784,cor=0.2256;p-value=0.5308,cor=0.2925;p-value=0.4121,cor=-0.0959;p-value=0.7922,cor=-0.2;p-value=0.5795,cor=-0.0882;p-value=0.8085,cor=0.1232;p-value=0.7345,cor=0.5529;p-value=0.0974,cor=0.9797;p-value=0,cor=0.837;p-value=0.0025,cor=-0.6062;p-value=0.0632,cor=-0.1243;p-value=0.7323,cor=-0.0916;p-value=0.8013,cor=-0.072;p-value=0.8433,cor=-0.1277;p-value=0.7251,cor=-0.3308;p-value=0.3505,cor=-0.4127;p-value=0.2359,cor=-0.2263;p-value=0.5296,cor=-0.1843;p-value=0.6103,cor=-0.2169;p-value=0.5473,cor=-0.4784;p-value=0.1619,cor=-0.5157;p-value=0.1271
miRNA_ENSG00000207580.1__53694393__53694423,cor=-0.2434;p-value=0.4981,cor=0.8002;p-value=0.0054,cor=0.653;p-value=0.0406,cor=0.6288;p-value=0.0515,cor=0.3709;p-value=0.2914,cor=0.1684;p-value=0.6419,cor=0.3202;p-value=0.367,cor=-0.1639;p-value=0.651,cor=0.2261;p-value=0.53,cor=0.1064;p-value=0.7698,cor=0.2376;p-value=0.5086,cor=0.8057;p-value=0.0049,cor=0.4669;p-value=0.1737,cor=-0.5884;p-value=0.0736,cor=-0.1293;p-value=0.7219,cor=-0.158;p-value=0.6629,cor=-0.1027;p-value=0.7778,cor=-0.2197;p-value=0.542,cor=-0.4204;p-value=0.2264,cor=-0.3443;p-value=0.33,cor=-0.0968;p-value=0.7902,cor=-0.2097;p-value=0.561,cor=-0.259;p-value=0.47,cor=-0.5076;p-value=0.1342,cor=-0.5081;p-value=0.1338
miRNA_ENSG00000207580.1__53694408__53694438,cor=-0.2434;p-value=0.4981,cor=0.8002;p-value=0.0054,cor=0.653;p-value=0.0406,cor=0.6288;p-value=0.0515,cor=0.3709;p-value=0.2914,cor=0.1684;p-value=0.6419,cor=0.3202;p-value=0.367,cor=-0.1639;p-value=0.651,cor=0.2261;p-value=0.53,cor=0.1064;p-value=0.7698,cor=0.2376;p-value=0.5086,cor=0.8057;p-value=0.0049,cor=0.4669;p-value=0.1737,cor=-0.5884;p-value=0.0736,cor=-0.1293;p-value=0.7219,cor=-0.158;p-value=0.6629,cor=-0.1027;p-value=0.7778,cor=-0.2197;p-value=0.542,cor=-0.4204;p-value=0.2264,cor=-0.3443;p-value=0.33,cor=-0.0968;p-value=0.7902,cor=-0.2097;p-value=0.561,cor=-0.259;p-value=0.47,cor=-0.5076;p-value=0.1342,cor=-0.5081;p-value=0.1338
miRNA_ENSG00000207580.1__53694423__53694453,cor=-0.2434;p-value=0.4981,cor=0.8002;p-value=0.0054,cor=0.653;p-value=0.0406,cor=0.6288;p-value=0.0515,cor=0.3709;p-value=0.2914,cor=0.1684;p-value=0.6419,cor=0.3202;p-value=0.367,cor=-0.1639;p-value=0.651,cor=0.2261;p-value=0.53,cor=0.1064;p-value=0.7698,cor=0.2376;p-value=0.5086,cor=0.8057;p-value=0.0049,cor=0.4669;p-value=0.1737,cor=-0.5884;p-value=0.0736,cor=-0.1293;p-value=0.7219,cor=-0.158;p-value=0.6629,cor=-0.1027;p-value=0.7778,cor=-0.2197;p-value=0.542,cor=-0.4204;p-value=0.2264,cor=-0.3443;p-value=0.33,cor=-0.0968;p-value=0.7902,cor=-0.2097;p-value=0.561,cor=-0.259;p-value=0.47,cor=-0.5076;p-value=0.1342,cor=-0.5081;p-value=0.1338
miRNA_ENSG00000207825.1__53695213__53695243,cor=-0.1087;p-value=0.7651,cor=-0.0503;p-value=0.8903,cor=0.0387;p-value=0.9155,cor=0.0559;p-value=0.8781,cor=-0.1386;p-value=0.7026,cor=0.3417;p-value=0.3338,cor=-0.1521;p-value=0.6748,cor=-0.1321;p-value=0.7161,cor=-0.1632;p-value=0.6523,cor=0.0778;p-value=0.8307,cor=0.6364;p-value=0.0479,cor=0.7564;p-value=0.0113,cor=0.9932;p-value=0,cor=-0.3555;p-value=0.3134,cor=-0.1205;p-value=0.7402,cor=-0.1067;p-value=0.7692,cor=-0.1222;p-value=0.7366,cor=0.1189;p-value=0.7435,cor=-0.057;p-value=0.8758,cor=-0.2298;p-value=0.5231,cor=-0.1657;p-value=0.6473,cor=-0.0896;p-value=0.8055,cor=-0.071;p-value=0.8454,cor=-0.2354;p-value=0.5127,cor=-0.3095;p-value=0.3841
miRNA_ENSG00000207825.1__53695228__53695258,cor=-0.1087;p-value=0.7651,cor=-0.0503;p-value=0.8903,cor=0.0387;p-value=0.9155,cor=0.0559;p-value=0.8781,cor=-0.1386;p-value=0.7026,cor=0.3417;p-value=0.3338,cor=-0.1521;p-value=0.6748,cor=-0.1321;p-value=0.7161,cor=-0.1632;p-value=0.6523,cor=0.0778;p-value=0.8307,cor=0.6364;p-value=0.0479,cor=0.7564;p-value=0.0113,cor=0.9932;p-value=0,cor=-0.3555;p-value=0.3134,cor=-0.1205;p-value=0.7402,cor=-0.1067;p-value=0.7692,cor=-0.1222;p-value=0.7366,cor=0.1189;p-value=0.7435,cor=-0.057;p-value=0.8758,cor=-0.2298;p-value=0.5231,cor=-0.1657;p-value=0.6473,cor=-0.0896;p-value=0.8055,cor=-0.071;p-value=0.8454,cor=-0.2354;p-value=0.5127,cor=-0.3095;p-value=0.3841
miRNA_ENSG00000207825.1__53695243__53695273,cor=-0.1087;p-value=0.7651,cor=-0.0503;p-value=0.8903,cor=0.0387;p-value=0.9155,cor=0.0559;p-value=0.8781,cor=-0.1386;p-value=0.7026,cor=0.3417;p-value=0.3338,cor=-0.1521;p-value=0.6748,cor=-0.1321;p-value=0.7161,cor=-0.1632;p-value=0.6523,cor=0.0778;p-value=0.8307,cor=0.6364;p-value=0.0479,cor=0.7564;p-value=0.0113,cor=0.9932;p-value=0,cor=-0.3555;p-value=0.3134,cor=-0.1205;p-value=0.7402,cor=-0.1067;p-value=0.7692,cor=-0.1222;p-value=0.7366,cor=0.1189;p-value=0.7435,cor=-0.057;p-value=0.8758,cor=-0.2298;p-value=0.5231,cor=-0.1657;p-value=0.6473,cor=-0.0896;p-value=0.8055,cor=-0.071;p-value=0.8454,cor=-0.2354;p-value=0.5127,cor=-0.3095;p-value=0.3841
miRNA_ENSG00000207825.1__53695258__53695288,cor=-0.1087;p-value=0.7651,cor=-0.0503;p-value=0.8903,cor=0.0387;p-value=0.9155,cor=0.0559;p-value=0.8781,cor=-0.1386;p-value=0.7026,cor=0.3417;p-value=0.3338,cor=-0.1521;p-value=0.6748,cor=-0.1321;p-value=0.7161,cor=-0.1632;p-value=0.6523,cor=0.0778;p-value=0.8307,cor=0.6364;p-value=0.0479,cor=0.7564;p-value=0.0113,cor=0.9932;p-value=0,cor=-0.3555;p-value=0.3134,cor=-0.1205;p-value=0.7402,cor=-0.1067;p-value=0.7692,cor=-0.1222;p-value=0.7366,cor=0.1189;p-value=0.7435,cor=-0.057;p-value=0.8758,cor=-0.2298;p-value=0.5231,cor=-0.1657;p-value=0.6473,cor=-0.0896;p-value=0.8055,cor=-0.071;p-value=0.8454,cor=-0.2354;p-value=0.5127,cor=-0.3095;p-value=0.3841
miRNA_ENSG00000207711.1__53697533__53697563,cor=0.383;p-value=0.2746,cor=-0.0197;p-value=0.9569,cor=0.472;p-value=0.1684,cor=0.5233;p-value=0.1206,cor=0.5299;p-value=0.1152,cor=0.6309;p-value=0.0505,cor=0.3721;p-value=0.2896,cor=-0.2746;p-value=0.4427,cor=0.1936;p-value=0.592,cor=0.3017;p-value=0.3969,cor=0.4871;p-value=0.1534,cor=0.7021;p-value=0.0236,cor=0.7507;p-value=0.0123,cor=-0.6278;p-value=0.052,cor=-0.2546;p-value=0.4777,cor=-0.249;p-value=0.4878,cor=-0.2401;p-value=0.504,cor=0.132;p-value=0.7162,cor=-0.2909;p-value=0.4148,cor=-0.396;p-value=0.2573,cor=-0.1753;p-value=0.6281,cor=-0.2524;p-value=0.4818,cor=-0.2773;p-value=0.438,cor=-0.5577;p-value=0.0939,cor=-0.6254;p-value=0.0531
miRNA_ENSG00000207711.1__53697548__53697578,cor=0.383;p-value=0.2746,cor=-0.0197;p-value=0.9569,cor=0.472;p-value=0.1684,cor=0.5233;p-value=0.1206,cor=0.5299;p-value=0.1152,cor=0.6309;p-value=0.0505,cor=0.3721;p-value=0.2896,cor=-0.2746;p-value=0.4427,cor=0.1936;p-value=0.592,cor=0.3017;p-value=0.3969,cor=0.4871;p-value=0.1534,cor=0.7021;p-value=0.0236,cor=0.7507;p-value=0.0123,cor=-0.6278;p-value=0.052,cor=-0.2546;p-value=0.4777,cor=-0.249;p-value=0.4878,cor=-0.2401;p-value=0.504,cor=0.132;p-value=0.7162,cor=-0.2909;p-value=0.4148,cor=-0.396;p-value=0.2573,cor=-0.1753;p-value=0.6281,cor=-0.2524;p-value=0.4818,cor=-0.2773;p-value=0.438,cor=-0.5577;p-value=0.0939,cor=-0.6254;p-value=0.0531
miRNA_ENSG00000207711.1__53697563__53697593,cor=0.383;p-value=0.2746,cor=-0.0197;p-value=0.9569,cor=0.472;p-value=0.1684,cor=0.5233;p-value=0.1206,cor=0.5299;p-value=0.1152,cor=0.6309;p-value=0.0505,cor=0.3721;p-value=0.2896,cor=-0.2746;p-value=0.4427,cor=0.1936;p-value=0.592,cor=0.3017;p-value=0.3969,cor=0.4871;p-value=0.1534,cor=0.7021;p-value=0.0236,cor=0.7507;p-value=0.0123,cor=-0.6278;p-value=0.052,cor=-0.2546;p-value=0.4777,cor=-0.249;p-value=0.4878,cor=-0.2401;p-value=0.504,cor=0.132;p-value=0.7162,cor=-0.2909;p-value=0.4148,cor=-0.396;p-value=0.2573,cor=-0.1753;p-value=0.6281,cor=-0.2524;p-value=0.4818,cor=-0.2773;p-value=0.438,cor=-0.5577;p-value=0.0939,cor=-0.6254;p-value=0.0531
miRNA_ENSG00000283455.1__53698385__53698415,cor=0.5627;p-value=0.0904,cor=0.4226;p-value=0.2238,cor=0.4574;p-value=0.1838,cor=0.5867;p-value=0.0746,cor=0.5621;p-value=0.0908,cor=0.3024;p-value=0.3957,cor=-0.1884;p-value=0.6021,cor=-0.2182;p-value=0.5448,cor=-0.1079;p-value=0.7666,cor=0.2757;p-value=0.4408,cor=0.5289;p-value=0.116,cor=0.8468;p-value=0.002,cor=0.6246;p-value=0.0535,cor=-0.6913;p-value=0.0268,cor=-0.2195;p-value=0.5424,cor=-0.2024;p-value=0.5749,cor=-0.1404;p-value=0.6989,cor=-0.1945;p-value=0.5902,cor=-0.4425;p-value=0.2003,cor=-0.4383;p-value=0.2051,cor=-0.2456;p-value=0.4941,cor=-0.1905;p-value=0.5981,cor=-0.2268;p-value=0.5286,cor=-0.5362;p-value=0.1101,cor=-0.5974;p-value=0.0682
miRNA_ENSG00000283455.1__53698400__53698430,cor=0.5627;p-value=0.0904,cor=0.4226;p-value=0.2238,cor=0.4574;p-value=0.1838,cor=0.5867;p-value=0.0746,cor=0.5621;p-value=0.0908,cor=0.3024;p-value=0.3957,cor=-0.1884;p-value=0.6021,cor=-0.2182;p-value=0.5448,cor=-0.1079;p-value=0.7666,cor=0.2757;p-value=0.4408,cor=0.5289;p-value=0.116,cor=0.8468;p-value=0.002,cor=0.6246;p-value=0.0535,cor=-0.6913;p-value=0.0268,cor=-0.2195;p-value=0.5424,cor=-0.2024;p-value=0.5749,cor=-0.1404;p-value=0.6989,cor=-0.1945;p-value=0.5902,cor=-0.4425;p-value=0.2003,cor=-0.4383;p-value=0.2051,cor=-0.2456;p-value=0.4941,cor=-0.1905;p-value=0.5981,cor=-0.2268;p-value=0.5286,cor=-0.5362;p-value=0.1101,cor=-0.5974;p-value=0.0682
miRNA_ENSG00000283455.1__53698415__53698445,cor=0.8338;p-value=0.0027,cor=0.2592;p-value=0.4696,cor=0.4235;p-value=0.2226,cor=0.5797;p-value=0.079,cor=0.7005;p-value=0.0241,cor=0.3112;p-value=0.3814,cor=-0.1599;p-value=0.6591,cor=-0.2155;p-value=0.5499,cor=-0.0813;p-value=0.8232,cor=0.3181;p-value=0.3704,cor=0.3977;p-value=0.2551,cor=0.5971;p-value=0.0683,cor=0.3665;p-value=0.2975,cor=-0.6106;p-value=0.0608,cor=-0.2003;p-value=0.579,cor=-0.2013;p-value=0.577,cor=-0.1351;p-value=0.7098,cor=-0.17;p-value=0.6387,cor=-0.4227;p-value=0.2236,cor=-0.4079;p-value=0.2419,cor=-0.2339;p-value=0.5153,cor=-0.1796;p-value=0.6195,cor=-0.2216;p-value=0.5384,cor=-0.4983;p-value=0.1427,cor=-0.5544;p-value=0.0963
miRNA_ENSG00000283455.1__53698430__53698460,cor=0.9968;p-value=0,cor=-0.0378;p-value=0.9173,cor=0.2654;p-value=0.4586,cor=0.4186;p-value=0.2286,cor=0.7119;p-value=0.0209,cor=0.2423;p-value=0.5,cor=-0.078;p-value=0.8304,cor=-0.1555;p-value=0.6679,cor=-0.0228;p-value=0.9501,cor=0.2947;p-value=0.4085,cor=0.1097;p-value=0.7628,cor=0.0908;p-value=0.803,cor=-0.0914;p-value=0.8017,cor=-0.338;p-value=0.3394,cor=-0.1211;p-value=0.7389,cor=-0.1472;p-value=0.6848,cor=-0.0924;p-value=0.7996,cor=-0.0912;p-value=0.8022,cor=-0.2846;p-value=0.4255,cor=-0.2588;p-value=0.4702,cor=-0.1566;p-value=0.6657,cor=-0.1176;p-value=0.7463,cor=-0.1564;p-value=0.666,cor=-0.315;p-value=0.3754,cor=-0.3494;p-value=0.3224
miRNA_ENSG00000207706.1__53700015__53700045,cor=-0.1592;p-value=0.6605,cor=0.5375;p-value=0.1091,cor=0.7018;p-value=0.0237,cor=0.6566;p-value=0.0392,cor=0.5656;p-value=0.0884,cor=0.2134;p-value=0.5538,cor=0.8418;p-value=0.0023,cor=-0.1043;p-value=0.7744,cor=0.5958;p-value=0.0691,cor=0.1725;p-value=0.6338,cor=-0.1337;p-value=0.7126,cor=0.2757;p-value=0.4407,cor=-0.0603;p-value=0.8685,cor=-0.3894;p-value=0.2661,cor=-0.1553;p-value=0.6685,cor=-0.1101;p-value=0.7621,cor=-0.1385;p-value=0.7028,cor=-0.1814;p-value=0.616,cor=-0.3997;p-value=0.2525,cor=-0.2992;p-value=0.401,cor=-0.1248;p-value=0.7312,cor=-0.184;p-value=0.6109,cor=-0.2369;p-value=0.5098,cor=-0.4534;p-value=0.1882,cor=-0.4346;p-value=0.2095
miRNA_ENSG00000207706.1__53700030__53700060,cor=-0.1592;p-value=0.6605,cor=0.5375;p-value=0.1091,cor=0.7018;p-value=0.0237,cor=0.6566;p-value=0.0392,cor=0.5656;p-value=0.0884,cor=0.2134;p-value=0.5538,cor=0.8418;p-value=0.0023,cor=-0.1043;p-value=0.7744,cor=0.5958;p-value=0.0691,cor=0.1725;p-value=0.6338,cor=-0.1337;p-value=0.7126,cor=0.2757;p-value=0.4407,cor=-0.0603;p-value=0.8685,cor=-0.3894;p-value=0.2661,cor=-0.1553;p-value=0.6685,cor=-0.1101;p-value=0.7621,cor=-0.1385;p-value=0.7028,cor=-0.1814;p-value=0.616,cor=-0.3997;p-value=0.2525,cor=-0.2992;p-value=0.401,cor=-0.1248;p-value=0.7312,cor=-0.184;p-value=0.6109,cor=-0.2369;p-value=0.5098,cor=-0.4534;p-value=0.1882,cor=-0.4346;p-value=0.2095
miRNA_ENSG00000207706.1__53700045__53700075,cor=-0.1592;p-value=0.6605,cor=0.5375;p-value=0.1091,cor=0.7018;p-value=0.0237,cor=0.6566;p-value=0.0392,cor=0.5656;p-value=0.0884,cor=0.2134;p-value=0.5538,cor=0.8418;p-value=0.0023,cor=-0.1043;p-value=0.7744,cor=0.5958;p-value=0.0691,cor=0.1725;p-value=0.6338,cor=-0.1337;p-value=0.7126,cor=0.2757;p-value=0.4407,cor=-0.0603;p-value=0.8685,cor=-0.3894;p-value=0.2661,cor=-0.1553;p-value=0.6685,cor=-0.1101;p-value=0.7621,cor=-0.1385;p-value=0.7028,cor=-0.1814;p-value=0.616,cor=-0.3997;p-value=0.2525,cor=-0.2992;p-value=0.401,cor=-0.1248;p-value=0.7312,cor=-0.184;p-value=0.6109,cor=-0.2369;p-value=0.5098,cor=-0.4534;p-value=0.1882,cor=-0.4346;p-value=0.2095
miRNA_ENSG00000207862.1__53702767__53702797,cor=-0.0145;p-value=0.9683,cor=-0.0982;p-value=0.7873,cor=0.471;p-value=0.1695,cor=0.4993;p-value=0.1418,cor=0.4323;p-value=0.2121,cor=0.536;p-value=0.1103,cor=0.8815;p-value=7e-04,cor=-0.0364;p-value=0.9205,cor=0.652;p-value=0.0411,cor=0.3652;p-value=0.2994,cor=0.2314;p-value=0.52,cor=0.3027;p-value=0.3953,cor=0.3585;p-value=0.309,cor=-0.283;p-value=0.4282,cor=-0.2025;p-value=0.5747,cor=-0.1861;p-value=0.6067,cor=-0.3528;p-value=0.3174,cor=0.0762;p-value=0.8342,cor=-0.3022;p-value=0.3961,cor=-0.3859;p-value=0.2707,cor=-0.2359;p-value=0.5117,cor=-0.2349;p-value=0.5136,cor=-0.2488;p-value=0.4883,cor=-0.507;p-value=0.1348,cor=-0.5509;p-value=0.0989
miRNA_ENSG00000207862.1__53702782__53702812,cor=-0.0145;p-value=0.9683,cor=-0.0982;p-value=0.7873,cor=0.471;p-value=0.1695,cor=0.4993;p-value=0.1418,cor=0.4323;p-value=0.2121,cor=0.536;p-value=0.1103,cor=0.8815;p-value=7e-04,cor=-0.0364;p-value=0.9205,cor=0.652;p-value=0.0411,cor=0.3652;p-value=0.2994,cor=0.2314;p-value=0.52,cor=0.3027;p-value=0.3953,cor=0.3585;p-value=0.309,cor=-0.283;p-value=0.4282,cor=-0.2025;p-value=0.5747,cor=-0.1861;p-value=0.6067,cor=-0.3528;p-value=0.3174,cor=0.0762;p-value=0.8342,cor=-0.3022;p-value=0.3961,cor=-0.3859;p-value=0.2707,cor=-0.2359;p-value=0.5117,cor=-0.2349;p-value=0.5136,cor=-0.2488;p-value=0.4883,cor=-0.507;p-value=0.1348,cor=-0.5509;p-value=0.0989
miRNA_ENSG00000207862.1__53702812__53702819,cor=-0.1425;p-value=0.6945,cor=-0.1328;p-value=0.7146,cor=-0.3193;p-value=0.3685,cor=0.1121;p-value=0.7578,cor=-0.2339;p-value=0.5154,cor=-0.276;p-value=0.4403,cor=-0.1466;p-value=0.686,cor=0.9953;p-value=0,cor=0.631;p-value=0.0504,cor=0.7808;p-value=0.0077,cor=0.6114;p-value=0.0604,cor=-0.1334;p-value=0.7132,cor=-0.1147;p-value=0.7524,cor=0.6239;p-value=0.0539,cor=-0.1626;p-value=0.6535,cor=-0.1757;p-value=0.6274,cor=-0.8055;p-value=0.0049,cor=-0.3435;p-value=0.3311,cor=-0.4121;p-value=0.2367,cor=-0.2566;p-value=0.4742,cor=-0.1673;p-value=0.6441,cor=-0.2187;p-value=0.5439,cor=-0.1247;p-value=0.7315,cor=-0.3309;p-value=0.3503,cor=-0.3745;p-value=0.2863
miRNA_ENSG00000207629.1__53706252__53706282,cor=-0.1087;p-value=0.7651,cor=-0.0503;p-value=0.8903,cor=0.0387;p-value=0.9155,cor=0.0559;p-value=0.8781,cor=-0.1386;p-value=0.7026,cor=0.3417;p-value=0.3338,cor=-0.1521;p-value=0.6748,cor=-0.1321;p-value=0.7161,cor=-0.1632;p-value=0.6523,cor=0.0778;p-value=0.8307,cor=0.6364;p-value=0.0479,cor=0.7564;p-value=0.0113,cor=0.9932;p-value=0,cor=-0.3555;p-value=0.3134,cor=-0.1205;p-value=0.7402,cor=-0.1067;p-value=0.7692,cor=-0.1222;p-value=0.7366,cor=0.1189;p-value=0.7435,cor=-0.057;p-value=0.8758,cor=-0.2298;p-value=0.5231,cor=-0.1657;p-value=0.6473,cor=-0.0896;p-value=0.8055,cor=-0.071;p-value=0.8454,cor=-0.2354;p-value=0.5127,cor=-0.3095;p-value=0.3841
miRNA_ENSG00000207629.1__53706267__53706297,cor=-0.1087;p-value=0.7651,cor=-0.0503;p-value=0.8903,cor=0.0387;p-value=0.9155,cor=0.0559;p-value=0.8781,cor=-0.1386;p-value=0.7026,cor=0.3417;p-value=0.3338,cor=-0.1521;p-value=0.6748,cor=-0.1321;p-value=0.7161,cor=-0.1632;p-value=0.6523,cor=0.0778;p-value=0.8307,cor=0.6364;p-value=0.0479,cor=0.7564;p-value=0.0113,cor=0.9932;p-value=0,cor=-0.3555;p-value=0.3134,cor=-0.1205;p-value=0.7402,cor=-0.1067;p-value=0.7692,cor=-0.1222;p-value=0.7366,cor=0.1189;p-value=0.7435,cor=-0.057;p-value=0.8758,cor=-0.2298;p-value=0.5231,cor=-0.1657;p-value=0.6473,cor=-0.0896;p-value=0.8055,cor=-0.071;p-value=0.8454,cor=-0.2354;p-value=0.5127,cor=-0.3095;p-value=0.3841
miRNA_ENSG00000207629.1__53706282__53706312,cor=-0.1087;p-value=0.7651,cor=-0.0503;p-value=0.8903,cor=0.0387;p-value=0.9155,cor=0.0559;p-value=0.8781,cor=-0.1386;p-value=0.7026,cor=0.3417;p-value=0.3338,cor=-0.1521;p-value=0.6748,cor=-0.1321;p-value=0.7161,cor=-0.1632;p-value=0.6523,cor=0.0778;p-value=0.8307,cor=0.6364;p-value=0.0479,cor=0.7564;p-value=0.0113,cor=0.9932;p-value=0,cor=-0.3555;p-value=0.3134,cor=-0.1205;p-value=0.7402,cor=-0.1067;p-value=0.7692,cor=-0.1222;p-value=0.7366,cor=0.1189;p-value=0.7435,cor=-0.057;p-value=0.8758,cor=-0.2298;p-value=0.5231,cor=-0.1657;p-value=0.6473,cor=-0.0896;p-value=0.8055,cor=-0.071;p-value=0.8454,cor=-0.2354;p-value=0.5127,cor=-0.3095;p-value=0.3841
miRNA_ENSG00000207738.1__53707483__53707513,cor=-0.1403;p-value=0.699,cor=0.1736;p-value=0.6315,cor=0.1494;p-value=0.6804,cor=0.1702;p-value=0.6384,cor=-0.067;p-value=0.8541,cor=0.2875;p-value=0.4205,cor=-0.1626;p-value=0.6536,cor=-0.1375;p-value=0.7049,cor=-0.151;p-value=0.6771,cor=0.0822;p-value=0.8215,cor=0.6317;p-value=0.0501,cor=0.8644;p-value=0.0013,cor=0.9796;p-value=0,cor=-0.4444;p-value=0.1981,cor=-0.1416;p-value=0.6963,cor=-0.116;p-value=0.7496,cor=-0.1158;p-value=0.7501,cor=0.0196;p-value=0.9572,cor=-0.1484;p-value=0.6824,cor=-0.2701;p-value=0.4504,cor=-0.1722;p-value=0.6344,cor=-0.1089;p-value=0.7646,cor=-0.1005;p-value=0.7824,cor=-0.3005;p-value=0.3989,cor=-0.3668;p-value=0.2971
miRNA_ENSG00000207738.1__53707498__53707528,cor=-0.1403;p-value=0.699,cor=0.1736;p-value=0.6315,cor=0.1494;p-value=0.6804,cor=0.1702;p-value=0.6384,cor=-0.067;p-value=0.8541,cor=0.2875;p-value=0.4205,cor=-0.1626;p-value=0.6536,cor=-0.1375;p-value=0.7049,cor=-0.151;p-value=0.6771,cor=0.0822;p-value=0.8215,cor=0.6317;p-value=0.0501,cor=0.8644;p-value=0.0013,cor=0.9796;p-value=0,cor=-0.4444;p-value=0.1981,cor=-0.1416;p-value=0.6963,cor=-0.116;p-value=0.7496,cor=-0.1158;p-value=0.7501,cor=0.0196;p-value=0.9572,cor=-0.1484;p-value=0.6824,cor=-0.2701;p-value=0.4504,cor=-0.1722;p-value=0.6344,cor=-0.1089;p-value=0.7646,cor=-0.1005;p-value=0.7824,cor=-0.3005;p-value=0.3989,cor=-0.3668;p-value=0.2971
miRNA_ENSG00000283490.1__53708735__53708765,cor=-0.1404;p-value=0.6989,cor=0.9912;p-value=0,cor=0.4903;p-value=0.1502,cor=0.5062;p-value=0.1355,cor=0.3167;p-value=0.3727,cor=-0.2394;p-value=0.5052,cor=-0.0466;p-value=0.8984,cor=-0.0243;p-value=0.947,cor=0.0538;p-value=0.8826,cor=0.0193;p-value=0.9579,cor=-0.0195;p-value=0.9573,cor=0.4794;p-value=0.1609,cor=-0.0586;p-value=0.8723,cor=-0.3944;p-value=0.2594,cor=-0.0939;p-value=0.7965,cor=-0.0416;p-value=0.9092,cor=0.0283;p-value=0.9382,cor=-0.4399;p-value=0.2033,cor=-0.4051;p-value=0.2455,cor=-0.1791;p-value=0.6206,cor=-0.0288;p-value=0.937,cor=-0.0855;p-value=0.8144,cor=-0.1305;p-value=0.7193,cor=-0.2889;p-value=0.4182,cor=-0.2542;p-value=0.4785
miRNA_ENSG00000283490.1__53708750__53708780,cor=-0.1404;p-value=0.6989,cor=0.9912;p-value=0,cor=0.4903;p-value=0.1502,cor=0.5062;p-value=0.1355,cor=0.3167;p-value=0.3727,cor=-0.2394;p-value=0.5052,cor=-0.0466;p-value=0.8984,cor=-0.0243;p-value=0.947,cor=0.0538;p-value=0.8826,cor=0.0193;p-value=0.9579,cor=-0.0195;p-value=0.9573,cor=0.4794;p-value=0.1609,cor=-0.0586;p-value=0.8723,cor=-0.3944;p-value=0.2594,cor=-0.0939;p-value=0.7965,cor=-0.0416;p-value=0.9092,cor=0.0283;p-value=0.9382,cor=-0.4399;p-value=0.2033,cor=-0.4051;p-value=0.2455,cor=-0.1791;p-value=0.6206,cor=-0.0288;p-value=0.937,cor=-0.0855;p-value=0.8144,cor=-0.1305;p-value=0.7193,cor=-0.2889;p-value=0.4182,cor=-0.2542;p-value=0.4785
miRNA_ENSG00000283490.1__53708765__53708795,cor=-0.1404;p-value=0.6989,cor=0.9912;p-value=0,cor=0.4903;p-value=0.1502,cor=0.5062;p-value=0.1355,cor=0.3167;p-value=0.3727,cor=-0.2394;p-value=0.5052,cor=-0.0466;p-value=0.8984,cor=-0.0243;p-value=0.947,cor=0.0538;p-value=0.8826,cor=0.0193;p-value=0.9579,cor=-0.0195;p-value=0.9573,cor=0.4794;p-value=0.1609,cor=-0.0586;p-value=0.8723,cor=-0.3944;p-value=0.2594,cor=-0.0939;p-value=0.7965,cor=-0.0416;p-value=0.9092,cor=0.0283;p-value=0.9382,cor=-0.4399;p-value=0.2033,cor=-0.4051;p-value=0.2455,cor=-0.1791;p-value=0.6206,cor=-0.0288;p-value=0.937,cor=-0.0855;p-value=0.8144,cor=-0.1305;p-value=0.7193,cor=-0.2889;p-value=0.4182,cor=-0.2542;p-value=0.4785
